Python Senior Developer,Infosys,"Bhubaneswar, Odisha, India",,https://in.linkedin.com/jobs/view/python-senior-developer-at-infosys-3795662912?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=XIjgizRKZ2rtMbYXkvXhnA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Lead,Infosys,"Indore, Madhya Pradesh, India",,https://in.linkedin.com/jobs/view/python-lead-at-infosys-3794962170?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=4vFZtaMwf5RnJ3g2bVy%2FvA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Senior Developer,Infosys,"Pune, Maharashtra, India","Primary skills:Python Primary skills: Python > Django, Flask, Pandas, Numpy, PyramidAs part of the Infosys delivery team, your primary role would be to ensure Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain.You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements.You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!Writing efficient, reusable, testable, and scalable code, Integration of user-oriented elements into different applications, data storage solutions, Keeping abreast with the latest technology and trendKnowledge of design principles and fundamentals of architectureBasic understanding of project domainWriting scalable code using Python programming language.Ability to translate functional / nonfunctional requirements to systems requirementsAbility to design and code complex programsAbility to write test cases and scenarios based on the specificationsGood understanding of agile methodologiesAwareness of latest technologies and trendsLogical thinking and problem-solving skills along with an ability to collaborateShow moreShow less",https://in.linkedin.com/jobs/view/python-senior-developer-at-infosys-3794767636?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=HuftRbD2iwQbtl3tCPHgHQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Entri.app - Backend Developer - Python/Django,Entri,"Kochi, Kerala, India","Job Description :We're Entri, a fast-growing, EdTech startup from Kochi and we're on the lookout for an extremely self-driven Backend product engineer to join our Product Team.Although we have learned that the number of years of experience is not a reliable indicator of the person's skill or productivity, we believe someone with 1-3 years of development experience would be best suited to adapt quickly to our challenging requirements and pace.If this sounds interesting to you, please continue reading.""Continuous Learning"" is part of our company culture and we'll expect you to grow 10x in a year's time. There's a good chance this might end up as one of your most challenging and fulfilling gigs so far. From our side, we'll be sure to give you all the space and freedom you'd need to do the best work of your life.Job Description :We design our front end to be 100% localized, as lightweight as possible, and able to run dozens of different experiments simultaneously - by holding the complexities in the backend. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well.Responsibilities :Writing reusable, testable, and efficient codeDevelop maintain and version APIs for the front-end to interact with the systemIntegration of user-facing elements developed by front-end developers with server side logicOptimization of the application for maximum speed and scalabilityImplementation of security and data protectionSkills And Qualifications :Good knowledge in Python, with knowledge of at least one Python web framework (Preferably Django)Familiarity with some ORM (Object Relational Mapper) libraries (Especially Django ORM)Good understanding of server-side templating languages such as Django templates or Jinja 2Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3Knowledge of user authentication and authorization between multiple systems ,servers, and environmentsUnderstanding of fundamental design principles behind a scalable applicationAble to create database schemas that represent and support business processesStrong debugging skillsProficient understanding of GitBasic understanding and experience in Devops (CI/CD, AWS Services etc.)The above list is for a very basic understanding of what we do as backend engineers. But at the end of the day, we need to go to any extent to make sure our users love the things we build for them. It's completely fine if you don't know how something is done; all we care is that you have the right attitude to roll up your sleeves, get your hands dirty, experiment, and then figure it out yourself.(ref:hirist.com)Show moreShow less",https://in.linkedin.com/jobs/view/entri-app-backend-developer-python-django-at-entri-3795835887?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=a60CxaRmigz8IiqP9m3sjQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Freshers/Python/ SQL),Elite Met Solutions,"Madurai, Tamil Nadu, India","Role & ResponsibilitiesEvaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.Leading ongoing reviews of business processes and developing optimization strategies. Staying up-to-date on the latest process and IT advancements to automate and modernize systems.Conducting meetings and presentations to share ideas and findings.Performing requirements analysis.Documenting and communicating the results of your effortsEffectively communicating your insights and plans to cross-functional team members and management.Gathering critical information from meetings with various stakeholders and producing useful reports.Working closely with clients, technicians, and managerial staff.Providing leadership, training, coaching, and guidance to junior staff.Allocating resources and maintaining cost efficiency.Ensuring solutions meet business needs and requirements.Performing user acceptance testing.Managing projects, developing project plans, and monitoring performance.Updating, implementing, and maintaining procedures.Prioritizing initiatives based on business needs and requirements.Serving as a liaison between stakeholders and users.Managing competing resources and priorities.Monitoring deliverables and ensuring timely completion of projects.Preferred Candidate ProfileA bachelors degree in business or related field or an MBA.A minimum of 11 years of experience in Data analysis or a related fieldExceptional analytical and conceptual thinking skillsThe ability to influence stakeholders and work closely with them to determine acceptable solutionsAdvanced technical skillsExcellent documentation skillsCompetency in Microsoft applications including Word, Excel, and OutlookExperience creating detailed reports and giving presentationsMust have experience on SQL, Python, Power BI etc.Skills: skills,data,performing,presentations,projects,python,sql,data accessShow moreShow less",https://in.linkedin.com/jobs/view/junior-data-analyst-freshers-python-sql-at-elite-met-solutions-3806270586?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=A%2FpcA2qtFoHbdcY%2FXN%2F0Yg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Jar,"Bengaluru, Karnataka, India",,https://in.linkedin.com/jobs/view/data-analyst-at-jar-3802405960?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=%2Bc%2FLAgDC2FyYCYf1w9cesA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,Persistent Systems,"Pune, Maharashtra, India","We are looking for an experienced Python Developer to join our engineering team and help us create dynamic software applications for our clients. You will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers. To be successful in this role, you will require in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, as a top-class Python Developer you should be able to design highly responsive web-applications that perfectly meet the needs of the client.Job Location: Pune / BangaloreReference ID: PSI201288_2-14-2What You'll DoCreate efficient, reusable, and scalable code.Developing back-end components to improve responsiveness and overall performanceIntegrating user-facing elements into applicationsCoordinating with development teams to determine application requirementsTroubleshooting and debugging applicationsTesting and deploying applicationsMaintaining and updating existing applicationsExpertise You'll BringBachelor's degree in computer science, computer engineering, or related field4+ years of experience as a Python developerExpert knowledge of Python and related frameworks such as Django, Flask, or PyramidFamiliarity with front-end technologies such as React (Minimum 1 Year)Experience with database technologies such as MySQL, PostgreSQL, or MongoDBKnowledge of software development best practices such as Agile methodologies, version control, and continuous integrationBenefitsCompetitive salary and benefits packageCulture focused on talent development with quarterly promotion cycles and company-sponsored higher education and certificationsOpportunity to work with cutting-edge technologiesEmployee engagement initiatives such as project parties, flexible work hours, and Long Service awardsAnnual health check-upsInsurance coverage: group term life, personal accident, and Mediclaim hospitalization for self, spouse, two children, and parentsOur company fosters a values-driven and people-centric work environment that enables our employees to:Accelerate growth, both professionally and personallyImpact the world in powerful, positive ways, using the latest technologiesEnjoy collaborative innovation, with diversity and work-life wellbeing at the coreUnlock global opportunities to work and learn with the industry’s bestFor more details, please contact Santhosh S (santhosh@persistent.com)Let’s unleash your full potential at Persistent - persistent.com/careersShow moreShow less",https://in.linkedin.com/jobs/view/python-developer-at-persistent-systems-3795141347?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=P9Ri3Y%2B2NYNMmlYPvMO6%2Bw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,Unada Labs,"Pune, Maharashtra, India",,https://in.linkedin.com/jobs/view/python-developer-at-unada-labs-3805351129?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=jqXuB%2BYQ2MmuY7zDhH3BGA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Freshers/Python/ SQL),Elite Met Solutions,"Howrah, West Bengal, India","Role & ResponsibilitiesEvaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.Leading ongoing reviews of business processes and developing optimization strategies. Staying up-to-date on the latest process and IT advancements to automate and modernize systems.Conducting meetings and presentations to share ideas and findings.Performing requirements analysis.Documenting and communicating the results of your effortsEffectively communicating your insights and plans to cross-functional team members and management.Gathering critical information from meetings with various stakeholders and producing useful reports.Working closely with clients, technicians, and managerial staff.Providing leadership, training, coaching, and guidance to junior staff.Allocating resources and maintaining cost efficiency.Ensuring solutions meet business needs and requirements.Performing user acceptance testing.Managing projects, developing project plans, and monitoring performance.Updating, implementing, and maintaining procedures.Prioritizing initiatives based on business needs and requirements.Serving as a liaison between stakeholders and users.Managing competing resources and priorities.Monitoring deliverables and ensuring timely completion of projects.Preferred Candidate ProfileA bachelors degree in business or related field or an MBA.A minimum of 11 years of experience in Data analysis or a related fieldExceptional analytical and conceptual thinking skillsThe ability to influence stakeholders and work closely with them to determine acceptable solutionsAdvanced technical skillsExcellent documentation skillsCompetency in Microsoft applications including Word, Excel, and OutlookExperience creating detailed reports and giving presentationsMust have experience on SQL, Python, Power BI etc.Skills: skills,data,performing,presentations,projects,python,sql,data accessShow moreShow less",https://in.linkedin.com/jobs/view/junior-data-analyst-freshers-python-sql-at-elite-met-solutions-3806265822?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=KCKm52oBnQLXlu1DdLlMVw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Freshers/ 0–1-year Experience Diploma and ITI Hiring,Tecumseh Products Company,"Faridabad, Haryana, India","Hold an ITI / Diploma in Mechanical/ Electrical/ Mechatronics/ Electronics degree.B & C tier college passed out and Batch 2022, 2023 passed.2024 passing students can also apply.Manufacturing/ Engineering Technical Knowledge.RAC/ Quality Experience will be an advantage.AutoCAD/ PLC skills will be preferred.Ability to read and interpret technical manuals, blueprints and drawings.Effective communication skills and ability to work in a team.Good physical endurance and dexterity.Show moreShow less",https://in.linkedin.com/jobs/view/freshers-0%E2%80%931-year-experience-diploma-and-iti-hiring-at-tecumseh-products-company-3800704720?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=tbu8DVVGGHRAhwpWF47S6w%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,EXL,"Bangalore Urban, Karnataka, India",,https://in.linkedin.com/jobs/view/python-developer-at-exl-3792333763?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=okdJq%2B3fPrhefwv5CfNpXQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Associate,Deutsche Bank,"Pune, Maharashtra, India","Job Title: Front Office Quantitative Risk Manager/ Model OwnerLocation: PuneRole DescriptionAbout DWSDWS Group (DWS) is one of the world's leading asset managers with €859bn of assets under management (as of June 2023). Building on more than 60 years of experience, it has a reputation for excellence in the Americas, Germany, Europe, and Asia. DWS is recognized by clients globally as a trusted source for integrated investment solutions, stability, and innovation across a full spectrum of investment disciplines.We offer individuals and institutions access to our strong investment capabilities across all major asset classes and solutions aligned to growth trends. Our diverse expertise in Active, Passive and Alternatives asset management – as well as our deep environmental, social and governance focus – complement each other when creating targeted solutions for our clients. Our expertise and on-the-ground-knowledge of our economists, research analysts and investment professionals are brought together in one consistent global CIO View, which guides our investment approach strategically.DWS wants to innovate and shape the future of investing: with approximately 3,500 employees in offices all over the world, we are local while being one global team. We are investors – entrusted to build the best foundation for our clients’ future.About the Investment Risk team:The Chief Risk Office within DWS is an independent function responsible for protecting the business as well as being a trusted adviser and partner for supporting sustainable business growth. As part of the Chief Risk Office, the Investment Risk team is in charge of independent risk oversight of investment risk of DWS fiduciary portfolios. In this role, it designs and executes the risk programs to identify, measure, control and manage market, liquidity, and counterparty risk of fiduciary portfolios. This includes the regular monitoring, analysis, and reporting of risk to portfolio management and DWS management board. As the model owner of risk models used in its risk programs, Investment Risk is responsible for the adequate usage of these risk models including the execution of controls and test protocols to mitigate model risk of these models.What we’ll offer youAs part of our flexible scheme, here are just some of the benefits that you’ll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under childcare assistance benefit (gender neutral)Sponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveYour key responsibilitiesTest model performance for market and liquidity risk models.Design and execute compensating controls for identified model weaknesses.Manage and enhance existing risk models to better support the Investment and Product Divisions with high quality risk analytics and results.Support management, coordination and documentation of model developments, new releases, model updates in collaboration with the model vendor and other DWS key stakeholders such as Investment Divisions (requiring occasional late evening calls).Support the development and enhancement of the Model Risk Program for Investment Risk for liquid products, including development of new processes and procedures to ensure adequate model risk governance on a global level.Your Skills and Experience :Education and ExperienceUniversity (master) degree, preferably in Mathematics / Statistics / Quantitative Finance / Physics, or similar background; PhD is considered a plusMinimum 4 years of proven experience in financial industry (Model Development, Model Validation, Valuation, Risk Management, or Portfolio Management)Proven experience with analytical models for financial instrumentsProven experience in process design & implementation is considered a plusProven experience with risk systems and models from external vendors is considered a plusKnowledge about different regulatory frameworks regarding Model Risk for Asset Managers is seen as a plusCompetenciesStrong knowledge of financial instruments including related analyticsStrong analytical skills (quantitative and qualitative)Strong communication skillsProgramming skills (e.g. Python / Matlab / R) as well as database usage (SQL)Interest in working in an international environment with excellent command of English language (written and spoken skills), German is considered a plusProactive mind-set to propose process improvements and new solutions, including ability to lead negotiations with different internal and external stakeholdersHow we’ll support youTraining and development to help you excel in your careerCoaching and support from experts in your teamA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needsAbout us and our teamsPlease visit our company website for further information:https://www.db.com/company/company.htmShow moreShow less",https://in.linkedin.com/jobs/view/associate-at-deutsche-bank-3800658257?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=cEtChn8jKuROn3Sd9dM0Rg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,EarnYoung,"Bengaluru, Karnataka, India",,https://in.linkedin.com/jobs/view/python-developer-at-earnyoung-3792388910?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=6Qtna%2FthfUDaCsT%2B7nuaFQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Developer,EXL,"Noida, Uttar Pradesh, India","Proven experience as a Python Developer, with at least [X years] in Python development.Strong proficiency in Python and its frameworks (Django, Flask, etc.).Experience with web development and front-end technologies is a plus.Familiarity with database technologies (e.g., PostgreSQL, MySQL, MongoDB).Knowledge of version control systems, such as Git.Strong problem-solving and debugging skills.Excellent communication and collaboration skills.Show moreShow less",https://in.linkedin.com/jobs/view/python-developer-at-exl-3799015955?refId=eU9y9xy96mA%2FAFVM%2Ft6YGQ%3D%3D&trackingId=JhBBFxius%2BOqX2EyXgF8eQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
